CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,mda_positive_score,mda_negative_score,mda_polarity_score,mda_average_sentence_length,mda_percentage_of_complex_words,mda_fog_index,mda_complex_word_count,mda_word_count,mda_uncertainty_score,mda_constraining_score,mda_positive_word_proportion,mda_negative_word_proportion,mda_uncertainty_word_proportion,mda_constraining_word_proportion,qqdmr_positive_score,qqdmr_negative_score,qqdmr_polarity_score,qqdmr_average_sentence_length,qqdmr_percentage_of_complex_words,qqdmr_fog_index,qqdmr_complex_word_count,qqdmr_word_count,qqdmr_uncertainty_score,qqdmr_constraining_score,qqdmr_positive_word_proportion,qqdmr_negative_word_proportion,qqdmr_uncertainty_word_proportion,qqdmr_constraining_word_proportion,rf_positive_score,rf_negative_score,rf_polarity_score,rf_average_sentence_length,rf_percentage_of_complex_words,rf_fog_index,rf_complex_word_count,rf_word_count,rf_uncertainty_score,rf_constraining_score,rf_positive_word_proportion,rf_negative_word_proportion,rf_uncertainty_word_proportion,rf_constraining_word_proportion,constraining_words_whole_report
3662.0,SUNBEAM CORP/FL/,199803.0,06-03-1998,10-K405,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-000413.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90105.0,21831.0,0.6099378216069009,44.84615384615385,35844.5,14355.738461538464,71689.0,111936.0,0.0,0.0,0.8049689108061749,0.19503108919382503,376.8888888888889,376.8888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199805.0,15-05-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-001001.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58200.0,11382.0,0.672846425790106,27.877403846153847,23140.0,9267.150961538462,46280.0,69582.0,0.0,0.0,0.8364232128998879,0.1635767871001121,234.2828282828283,234.2828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199808.0,13-08-1998,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-98-000783.txt,513.0,158.0,0.5290611020431281,0.2688301282051282,64.83333333333333,26.040865384615383,389.0,671.0,0.0,0.0,0.7645305514157973,0.23546944858420268,2.259259259259259,2.259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199811.0,12-11-1998,10-K/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002145.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45547.0,14232.0,0.5238461667053004,23.949919871794872,2256.3125,912.104967948718,36101.0,59779.0,0.0,0.0,0.7619230833570317,0.23807691664296826,201.27609427609428,201.27609427609428,0.0
3662.0,SUNBEAM CORP/FL/,199811.0,16-11-1998,NT 10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950172-98-001203.txt,626.0,225.0,0.4712103402218445,0.34094551282051283,68.0,27.336378205128206,476.0,851.0,0.0,0.0,0.7356051703877791,0.26439482961222094,2.8653198653198655,2.8653198653198655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199811.0,25-11-1998,10-Q/A,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002278.txt,8840.0,3635.0,0.4172344689044301,4.997996794871795,3533.0,1415.1991987179488,7066.0,12475.0,0.0,0.0,0.7086172344689379,0.2913827655310621,42.003367003367,42.003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199812.0,22-12-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002401.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14923.0,5545.0,0.4581786202629383,8.200320512820513,5806.0,2325.6801282051283,11612.0,20468.0,0.0,0.0,0.7290893101426618,0.2709106898573383,68.91582491582491,68.91582491582491,0.0
3662.0,SUNBEAM CORP/FL/,199812.0,22-12-1998,10-Q,https://www.sec.gov/Archives/edgar/data/3662/0000950170-98-002402.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9324.0,3984.0,0.4012623985271068,5.331730769230769,829.4444444444445,333.9104700854701,7465.0,13308.0,0.0,0.0,0.7006311992786294,0.2993688007213706,44.80808080808081,44.80808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199903.0,31-03-1999,NT 10-K,https://www.sec.gov/Archives/edgar/data/3662/0000950172-99-000362.txt,570.0,201.0,0.478599221169132,0.3088942307692308,110.25,44.22355769230769,441.0,771.0,0.0,0.0,0.7392996108949417,0.2607003891050584,2.595959595959596,2.595959595959596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662.0,SUNBEAM CORP/FL/,199905.0,11-05-1999,10-K,https://www.sec.gov/Archives/edgar/data/3662/0000950170-99-000775.txt,45302.0,13919.0,0.529930261215955,23.72636217948718,4068.222222222222,1636.7794337606838,36614.0,59221.0,0.0,0.0,0.7649651306124516,0.23503486938754833,199.3973063973064,199.3973063973064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
